volunteer_id,country,city,about_me,skills,help_directions,experience_level,preferred_tasks,task_format,availability,communication_languages,city_clean,format_clean,skills_clean,directions_clean,age,availability_hours_week,profile_completeness,volunteer_reliability_score,volunteer_cancel_rate,active_tasks_count,created_at,city_raw,format_raw,skills_raw,directions_raw,experience_raw
vol_01866,Россия,Казань,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Дети и молодёжь, Миграция; основные навыки — Исследования, Наставничество, Коммуникация.","Исследования, Наставничество, Коммуникация","Дети и молодёжь, Миграция",Опытный,"Дети и молодёжь, Миграция",Оффлайн,5–8 часов в неделю,"Русский, Английский",Казань,Оффлайн,"Исследования, Наставничество, Коммуникация",Дети и молодёжь|Миграция,19,5,1.0,0.712,0.162,0,2025-06-08, КАЗАНЬ ,Оффлайн,"Исследования, Наставничество, Коммуникация",Дети и молодёжь / Миграция,Опытный
vol_01867,Россия,Нижний Новгород,"Ориентируется на задачи, где можно применить цифровыми инструментами, фото- и видеоматериалами. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","IT, Фото и видео","Люди без жилья, Кризисные ситуации, Сельские территории",Эксперт,"Люди без жилья, Кризисные ситуации, Сельские территории",Смешанный,5–8 часов в неделю,"Русский, Английский",Нижний Новгород,Смешанный,"IT, Фото и видео",Люди без жилья|Кризисные ситуации|Сельские территории,30,5,0.875,0.6,0.209,0,2025-11-02,Нижний Новгород,Смешанный,"IT, Фото и видео",Люди без жилья / Кризисные ситуации / Сельские территории,Эксперт
vol_01868,Россия,Екатеринбург,"Интересуется волонтёрскими задачами в городе Екатеринбург и онлайн-проектами, если формат это позволяет. Ближе всего темы: Миграция, Дети и молодёжь.","Фото и видео, Работа с детьми","Миграция, Дети и молодёжь",Начинающий,"Миграция, Дети и молодёжь",Оффлайн,5–8 часов в неделю,Русский,Екатеринбург,Оффлайн,"Фото и видео, Работа с детьми",Миграция|Дети и молодёжь,28,5,0.875,0.52,0.207,0,2025-07-05,Екатеринбург,Оффлайн,"Фото и видео, Работа с детьми",Миграция / Дети и молодёжь,НАЧИНАЮЩИЙ
vol_01869,Россия,Волгоград,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Дизайн, Фото и видео, Наставничество, Психология, Программирование","Сельские территории, Правозащита",Начинающий,"Сельские территории, Правозащита",Онлайн,5–8 часов в неделю,"Русский, Английский",Волгоград,Онлайн,"Дизайн, Фото и видео, Наставничество, Психология, Программирование",Сельские территории|Правозащита,21,8,0.875,0.71,0.145,0,2025-06-25,Волгоград,Онлайн,"Дизайн, Фото и видео, Наставничество, Психология, Программирование",Сельские территории / Правозащита,Начинающий
vol_01870,Россия,Москва,"Выбирает задачи, где пригодятся детскими и образовательными активностями, юридическими и консультационными задачами, социальными сетями и контентом. Интересны проекты по направлениям: Животные, Помощь пожилым.","Работа с детьми, Юридические услуги, SMM","Животные, Помощь пожилым, Здравоохранение, Сельские территории",Опытный,"Животные, Помощь пожилым, Здравоохранение",Онлайн,До 4 часов в неделю,"Русский, Английский",Москва,Онлайн,"Работа с детьми, Юридические услуги, SMM",Животные|Помощь пожилым|Здравоохранение|Сельские территории,18,3,1.0,0.506,0.182,0,2025-11-05,Москва,Онлайн,"Работа с детьми, Юридические услуги, SMM",Животные / Помощь пожилым / Здравоохранение / Сельские территории,Опытный
vol_01871,Россия,Нижний Новгород,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Правозащита; навыки — Координация волонтёров, SMM.","Координация волонтёров, SMM",Правозащита,Начинающий,Правозащита,Смешанный,До 4 часов в неделю,"Русский, Английский",Нижний Новгород,Смешанный,"Координация волонтёров, SMM",Правозащита,37,3,0.875,0.532,0.224,0,2026-01-19,Нижний Новгород,Смешанный,"Координация волонтёров, SMM",Правозащита,Начинающий
vol_01872,Россия,Новосибирск,"Может брать задачи с большей самостоятельностью и помогать команде на уровне экспертизы. Больше всего интересны проектах по направлению «Миграция». Сильные стороны — фото- и видеоматериалами, наставничеством и поддержкой участников.","Фото и видео, Наставничество",Миграция,Эксперт,Миграция,Оффлайн,До 4 часов в неделю,"Русский, Английский",Новосибирск,Оффлайн,"Фото и видео, Наставничество",Миграция,27,2,0.75,0.514,0.19,0,2026-04-10,Новосибирск,Оффлайн,"Фото и видео, Наставничество",Миграция,Эксперт
vol_01873,Россия,Красноярск,"Интересуется направлениями: Дети и молодёжь, Социальная помощь. В задачах полезны навыки, связанные с юридическими и консультационными задачами. Предпочтительный формат участия — смешанный.",Юридические услуги,"Дети и молодёжь, Социальная помощь, Люди без жилья, Инклюзия",Начинающий,"Дети и молодёжь, Социальная помощь, Люди без жилья",Смешанный,До 4 часов в неделю,Русский,Красноярск,Смешанный,Юридические услуги,Дети и молодёжь|Социальная помощь|Люди без жилья|Инклюзия,26,2,0.875,0.572,0.192,0,2025-11-02,Красноярск,Смешанный,Юридические услуги,Дети и молодёжь / Социальная помощь / Люди без жилья / Инклюзия,Начинающий
vol_01874,Россия,Волгоград,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Экология, Миграция; основные навыки — Работа с документами, SMM.","Работа с документами, SMM","Экология, Миграция, Кризисные ситуации",Начинающий,"Экология, Миграция, Кризисные ситуации",Оффлайн,13–17 часов в неделю,"Русский, Английский",Волгоград,Оффлайн,"Работа с документами, SMM",Экология|Миграция|Кризисные ситуации,33,15,1.0,0.942,0.095,0,2025-12-25,Волгоград,Оффлайн,"Работа с документами, SMM",Экология / Миграция / Кризисные ситуации,Начинающий
vol_01875,Россия,Новосибирск,"Ориентируется на задачи, где можно применить медицинскими и профилактическими инициативами, техническими задачами и автоматизацией, психологической поддержкой и бережной коммуникацией. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Медицина, Программирование, Психология, Наставничество, Аналитика, Педагогика","Помощь пожилым, Сельские территории, Дети и молодёжь, Здравоохранение",Начинающий,"Помощь пожилым, Сельские территории, Дети и молодёжь",Смешанный,До 4 часов в неделю,"Русский, Английский",Новосибирск,Смешанный,"Медицина, Программирование, Психология, Наставничество, Аналитика, Педагогика",Помощь пожилым|Сельские территории|Дети и молодёжь|Здравоохранение,23,2,1.0,0.868,0.057,0,2025-06-17,Новосибирск,Смешанный,"Медицина, Программирование, Психология, Наставничество, Аналитика, Педагогика",Помощь пожилым / Сельские территории / Дети и молодёжь / Здравоохранение,Начинающий
vol_01876,Россия,Нижний Новгород,"Интересуется волонтёрскими задачами в городе Нижний Новгород и онлайн-проектами, если формат это позволяет. Ближе всего темы: Люди без жилья.","Юридические услуги, Программирование, Аналитика, Организация мероприятий, PR",Люди без жилья,Начинающий,Люди без жилья,Онлайн,До 4 часов в неделю,"Русский, Английский",Нижний Новгород,Онлайн,"Юридические услуги, Программирование, Аналитика, Организация мероприятий, PR",Люди без жилья,26,2,0.75,0.533,0.212,0,2025-11-11,Нижний Новгород,Онлайн,"Юридические услуги, Программирование, Аналитика, Организация мероприятий, PR",Люди без жилья,НАЧИНАЮЩИЙ
vol_01877,Россия,Красноярск,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Программирование, Дизайн, Координация волонтёров, Организация мероприятий",Здравоохранение,Начинающий,Здравоохранение,Онлайн,До 4 часов в неделю,"Русский, Английский",Красноярск,Онлайн,"Программирование, Дизайн, Координация волонтёров, Организация мероприятий",Здравоохранение,36,4,1.0,0.923,0.09,0,2025-09-07,Красноярск,Онлайн,"Программирование, Дизайн, Координация волонтёров, Организация мероприятий",Здравоохранение,Начинающий
vol_01878,Россия,Екатеринбург,"Выбирает задачи, где пригодятся визуальными материалами, цифровыми инструментами, обучением и образовательными форматами. Интересны проекты по направлениям: Образование.","Дизайн, IT, Педагогика, PR",Образование,Начинающий,Образование,Онлайн,9–12 часов в неделю,"Русский, Английский",Екатеринбург,Онлайн,"Дизайн, IT, Педагогика, PR",Образование,30,12,1.0,0.524,0.216,0,2025-11-24,Екатеринбург,Онлайн,"Дизайн, IT, Педагогика, PR",Образование,Начинающий
vol_01879,Россия,Ростов-на-Дону,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Дети и молодёжь, Правозащита; навыки — SMM.",SMM,"Дети и молодёжь, Правозащита, Экология",Начинающий,"Дети и молодёжь, Правозащита, Экология",Онлайн,9–12 часов в неделю,"Русский, Английский",Ростов-на-Дону,Онлайн,SMM,Дети и молодёжь|Правозащита|Экология,34,12,1.0,0.944,0.085,0,2025-08-17,Ростов-на-Дону,Онлайн,SMM,Дети и молодёжь / Правозащита / Экология,Начинающий
vol_01880,Россия,Красноярск,"Готовится включаться в волонтёрские задачи и аккуратно соблюдать договорённости. Больше всего интересны правозащитных и консультационных инициативах. Сильные стороны — фандрайзингом и партнёрскими коммуникациями, коммуникацией с людьми и командами, цифровыми инструментами.","Фандрайзинг, Коммуникация, IT",Правозащита,Начинающий,Правозащита,Онлайн,9–12 часов в неделю,"Русский, Английский",Красноярск,Онлайн,"Фандрайзинг, Коммуникация, IT",Правозащита,24,10,1.0,0.746,0.122,0,2026-04-06, КРАСНОЯРСК ,Онлайн,"Фандрайзинг, Коммуникация, IT",Правозащита,Начинающий
vol_01881,Россия,Екатеринбург,"Интересуется направлениями: Кризисные ситуации. В задачах полезны навыки, связанные с текстами и описаниями. Предпочтительный формат участия — смешанный.",Копирайтинг,Кризисные ситуации,Опытный,Кризисные ситуации,Смешанный,До 4 часов в неделю,Русский,Екатеринбург,Смешанный,Копирайтинг,Кризисные ситуации,22,3,1.0,0.521,0.219,0,2026-02-18,Екатеринбург,Смешанный,Копирайтинг,Кризисные ситуации,Опытный
vol_01882,Россия,Пермь,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Помощь пожилым, Инклюзия; основные навыки — IT, Переводы, Программирование.","IT, Переводы, Программирование, Фото и видео, Копирайтинг","Помощь пожилым, Инклюзия, Кризисные ситуации, Правозащита",Начинающий,"Помощь пожилым, Инклюзия, Кризисные ситуации",Онлайн,13–17 часов в неделю,"Русский, Английский",Пермь,Онлайн,"IT, Переводы, Программирование, Фото и видео, Копирайтинг",Помощь пожилым|Инклюзия|Кризисные ситуации|Правозащита,32,15,0.875,0.93,0.096,0,2025-08-25,Пермь,Онлайн,"IT, Переводы, Программирование, Фото и видео, Копирайтинг",Помощь пожилым / Инклюзия / Кризисные ситуации / Правозащита,Начинающий
vol_01883,Россия,Москва,"Ориентируется на задачи, где можно применить переводами и адаптацией текстов. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.",Переводы,"Образование, Социальная помощь, Животные",Начинающий,"Образование, Социальная помощь, Животные",Онлайн,До 4 часов в неделю,"Русский, Английский",Москва,Онлайн,Переводы,Образование|Социальная помощь|Животные,32,4,1.0,0.853,0.075,0,2026-03-02,Москва,Онлайн,Переводы,Образование / Социальная помощь / Животные,Начинающий
vol_01884,Россия,Омск,"Интересуется волонтёрскими задачами в городе Омск и онлайн-проектами, если формат это позволяет. Ближе всего темы: Сельские территории.","Юридические услуги, IT, Дизайн",Сельские территории,Эксперт,Сельские территории,Онлайн,До 4 часов в неделю,"Русский, Английский",Омск,Онлайн,"Юридические услуги, IT, Дизайн",Сельские территории,18,2,0.875,0.729,0.124,0,2026-02-17,Омск,Онлайн,"Юридические услуги, IT, Дизайн",Сельские территории,Эксперт
vol_01885,Россия,Пермь,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.",Аналитика,Здравоохранение,Начинающий,Здравоохранение,Онлайн,9–12 часов в неделю,"Русский, Английский",Пермь,Онлайн,Аналитика,Здравоохранение,35,10,0.875,0.926,0.086,0,2025-12-15, ПЕРМЬ ,Онлайн,Аналитика,Здравоохранение,Начинающий
vol_01886,Россия,Новосибирск,"Выбирает задачи, где пригодятся визуальными материалами, переводами и адаптацией текстов. Интересны проекты по направлениям: Сельские территории.","Дизайн, Переводы",Сельские территории,Начинающий,Сельские территории,Онлайн,До 4 часов в неделю,"Русский, Английский, Французский",Новосибирск,Онлайн,"Дизайн, Переводы",Сельские территории,18,4,0.75,0.868,0.066,0,2026-03-04, НОВОСИБИРСК ,Онлайн,"Дизайн, Переводы",Сельские территории,Начинающий
vol_01887,Россия,Красноярск,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Кризисные ситуации, Экология; навыки — Фандрайзинг, Юридические услуги, Медицина, Работа с документами.","Фандрайзинг, Юридические услуги, Медицина, Работа с документами","Кризисные ситуации, Экология, Социальная помощь",Эксперт,"Кризисные ситуации, Экология, Социальная помощь",Онлайн,5–8 часов в неделю,"Русский, Английский, Немецкий",Красноярск,Онлайн,"Фандрайзинг, Юридические услуги, Медицина, Работа с документами",Кризисные ситуации|Экология|Социальная помощь,24,8,0.875,0.575,0.205,0,2025-10-04,Красноярск,Онлайн,"Фандрайзинг, Юридические услуги, Медицина, Работа с документами",Кризисные ситуации / Экология / Социальная помощь,Эксперт
vol_01888,Россия,Омск,"Ищет первые проекты, где можно быть полезным команде и выполнить конкретный результат. Больше всего интересны социальных проектах и адресной помощи людям. Сильные стороны — детскими и образовательными активностями, исследованиями и сбором информации, коммуникацией с людьми и командами.","Работа с детьми, Исследования, Коммуникация, Юридические услуги, Программирование, Организация мероприятий","Социальная помощь, Культура и искусство, Здравоохранение, Животные",Начинающий,"Социальная помощь, Культура и искусство, Здравоохранение",Онлайн,13–17 часов в неделю,"Русский, Английский",Омск,Онлайн,"Работа с детьми, Исследования, Коммуникация, Юридические услуги, Программирование, Организация мероприятий",Социальная помощь|Культура и искусство|Здравоохранение|Животные,23,15,1.0,0.55,0.229,0,2025-12-17,Омск,Онлайн,"Работа с детьми, Исследования, Коммуникация, Юридические услуги, Программирование, Организация мероприятий",Социальная помощь / Культура и искусство / Здравоохранение / Животные,Начинающий
vol_01889,Россия,Ростов-на-Дону,"Интересуется направлениями: Сельские территории. В задачах полезны навыки, связанные с коммуникацией с людьми и командами, документами и административными задачами. Предпочтительный формат участия — смешанный.","Коммуникация, Работа с документами",Сельские территории,Опытный,Сельские территории,Смешанный,9–12 часов в неделю,Русский,Ростов-на-Дону,Смешанный,"Коммуникация, Работа с документами",Сельские территории,18,10,0.875,0.733,0.15,0,2025-09-07,Ростов-на-Дону,Смешанный,"Коммуникация, Работа с документами",Сельские территории,Опытный
vol_01890,Россия,Красноярск,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Люди без жилья, Социальная помощь; основные навыки — Работа с документами, Работа с детьми, Психология.","Работа с документами, Работа с детьми, Психология, Организация мероприятий","Люди без жилья, Социальная помощь, Инклюзия",Начинающий,"Люди без жилья, Социальная помощь, Инклюзия",Оффлайн,13–17 часов в неделю,"Русский, Английский",Красноярск,Оффлайн,"Работа с документами, Работа с детьми, Психология, Организация мероприятий",Люди без жилья|Социальная помощь|Инклюзия,27,15,1.0,0.573,0.211,0,2025-07-15,Красноярск,Оффлайн,"Работа с документами, Работа с детьми, Психология, Организация мероприятий",Люди без жилья / Социальная помощь / Инклюзия,НАЧИНАЮЩИЙ
vol_01891,Россия,Воронеж,"Ориентируется на задачи, где можно применить переводами и адаптацией текстов, фандрайзингом и партнёрскими коммуникациями, психологической поддержкой и бережной коммуникацией. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Переводы, Фандрайзинг, Психология","Дети и молодёжь, Люди без жилья, Правозащита, Помощь пожилым",Начинающий,"Дети и молодёжь, Люди без жилья, Правозащита",Онлайн,5–8 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Переводы, Фандрайзинг, Психология",Дети и молодёжь|Люди без жилья|Правозащита|Помощь пожилым,27,6,1.0,0.704,0.157,0,2026-02-15,Воронеж,Онлайн,"Переводы, Фандрайзинг, Психология",Дети и молодёжь / Люди без жилья / Правозащита / Помощь пожилым,Начинающий
vol_01892,Россия,Пермь,"Интересуется волонтёрскими задачами в городе Пермь и онлайн-проектами, если формат это позволяет. Ближе всего темы: Культура и искусство.","Наставничество, IT, SMM",Культура и искусство,Начинающий,Культура и искусство,Онлайн,5–8 часов в неделю,"Русский, Английский",Пермь,Онлайн,"Наставничество, IT, SMM",Культура и искусство,21,6,1.0,0.929,0.052,0,2026-02-01,Пермь,Онлайн,"Наставничество, IT, SMM",Культура и искусство,НАЧИНАЮЩИЙ
vol_01893,Россия,Омск,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Организация мероприятий, Дизайн",Кризисные ситуации,Опытный,Кризисные ситуации,Онлайн,13–17 часов в неделю,Русский,Омск,Онлайн,"Организация мероприятий, Дизайн",Кризисные ситуации,39,15,1.0,0.554,0.229,0,2025-12-04,Омск,Онлайн,"Организация мероприятий, Дизайн",Кризисные ситуации,ОПЫТНЫЙ
vol_01894,Россия,Пермь,"Выбирает задачи, где пригодятся фото- и видеоматериалами, анализом данных и структурированием информации, коммуникацией с людьми и командами. Интересны проекты по направлениям: Миграция.","Фото и видео, Аналитика, Коммуникация, Исследования, Копирайтинг",Миграция,Начинающий,Миграция,Онлайн,13–17 часов в неделю,"Русский, Английский",Пермь,Онлайн,"Фото и видео, Аналитика, Коммуникация, Исследования, Копирайтинг",Миграция,26,15,1.0,0.948,0.099,0,2025-11-12,Пермь,Онлайн,"Фото и видео, Аналитика, Коммуникация, Исследования, Копирайтинг",Миграция,Начинающий
vol_01895,Россия,Воронеж,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Сельские территории; навыки — Работа с документами, Коммуникация, Исследования, Наставничество.","Работа с документами, Коммуникация, Исследования, Наставничество",Сельские территории,Начинающий,Сельские территории,Онлайн,9–12 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Работа с документами, Коммуникация, Исследования, Наставничество",Сельские территории,23,12,0.875,0.584,0.207,0,2026-05-01,Воронеж,Онлайн,"Работа с документами, Коммуникация, Исследования, Наставничество",Сельские территории,Начинающий
vol_01896,Россия,Омск,"Хочет начать волонтёрскую практику с понятных задач и постепенно набирать опыт. Больше всего интересны экологических инициативах и проектах по бережному отношению к среде. Сильные стороны — коммуникацией с людьми и командами, переводами и адаптацией текстов.","Коммуникация, Переводы","Экология, Кризисные ситуации, Сельские территории, Животные, Правозащита",Начинающий,"Экология, Кризисные ситуации, Сельские территории",Онлайн,9–12 часов в неделю,"Русский, Английский",Омск,Онлайн,"Коммуникация, Переводы",Экология|Кризисные ситуации|Сельские территории|Животные|Правозащита,30,12,0.875,0.901,0.067,0,2025-12-08,Омск,Онлайн,"Коммуникация, Переводы",Экология / Кризисные ситуации / Сельские территории / Животные / Правозащита,Начинающий
vol_01897,Россия,Волгоград,"Интересуется направлениями: Инклюзия, Образование. В задачах полезны навыки, связанные с коммуникациями и продвижением, наставничеством и поддержкой участников, координацией волонтёрских команд. Предпочтительный формат участия — онлайн.","PR, Наставничество, Координация волонтёров","Инклюзия, Образование, Сельские территории, Правозащита",Опытный,"Инклюзия, Образование, Сельские территории",Онлайн,9–12 часов в неделю,"Русский, Английский",Волгоград,Онлайн,"PR, Наставничество, Координация волонтёров",Инклюзия|Образование|Сельские территории|Правозащита,25,12,0.875,0.588,0.217,0,2025-08-12,Волгоград,Онлайн,"PR, Наставничество, Координация волонтёров",Инклюзия / Образование / Сельские территории / Правозащита,Опытный
vol_01898,Россия,Новосибирск,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Инклюзия; основные навыки — Медицина, Программирование, Фото и видео.","Медицина, Программирование, Фото и видео, Работа с документами",Инклюзия,Начинающий,Инклюзия,Онлайн,До 4 часов в неделю,"Русский, Английский",Новосибирск,Онлайн,"Медицина, Программирование, Фото и видео, Работа с документами",Инклюзия,32,2,0.75,0.513,0.217,0,2026-04-05,Новосибирск,Онлайн,"Медицина, Программирование, Фото и видео, Работа с документами",Инклюзия,НАЧИНАЮЩИЙ
vol_01899,Россия,Санкт-Петербург,"Ориентируется на задачи, где можно применить наставничеством и поддержкой участников, коммуникациями и продвижением, цифровыми инструментами. Комфортно взаимодействует с координатором и передаёт результат в понятном виде.","Наставничество, PR, IT, SMM","Правозащита, Культура и искусство, Люди без жилья, Здравоохранение",Начинающий,"Правозащита, Культура и искусство, Люди без жилья",Оффлайн,До 4 часов в неделю,"Русский, Английский",Санкт-Петербург,Оффлайн,"Наставничество, PR, IT, SMM",Правозащита|Культура и искусство|Люди без жилья|Здравоохранение,24,3,0.875,0.506,0.207,0,2025-10-18,Санкт-Петербург,Оффлайн,"Наставничество, PR, IT, SMM",Правозащита / Культура и искусство / Люди без жилья / Здравоохранение,Начинающий
vol_01900,Россия,Екатеринбург,"Интересуется волонтёрскими задачами в городе Екатеринбург и онлайн-проектами, если формат это позволяет. Ближе всего темы: Экология, Сельские территории.",Фото и видео,"Экология, Сельские территории, Спорт и ЗОЖ, Кризисные ситуации, Здравоохранение",Опытный,"Экология, Сельские территории, Спорт и ЗОЖ",Онлайн,До 4 часов в неделю,"Русский, Английский",Екатеринбург,Онлайн,Фото и видео,Экология|Сельские территории|Спорт и ЗОЖ|Кризисные ситуации|Здравоохранение,33,2,0.875,0.872,0.1,0,2025-08-18,Екатеринбург,Онлайн,Фото и видео,Экология / Сельские территории / Спорт и ЗОЖ / Кризисные ситуации / Здравоохранение,Опытный
vol_01901,Россия,Казань,"Готов(а) помогать НКО в формате «Онлайн». В работе важны понятные ожидания, регулярная связь с координатором и возможность увидеть результат помощи.","Работа с документами, Педагогика, Исследования, Коммуникация, Координация волонтёров",Миграция,Начинающий,Миграция,Онлайн,9–12 часов в неделю,"Русский, Английский",Казань,Онлайн,"Работа с документами, Педагогика, Исследования, Коммуникация, Координация волонтёров",Миграция,21,12,0.875,0.525,0.186,0,2026-04-11,Казань,Онлайн,"Работа с документами, Педагогика, Исследования, Коммуникация, Координация волонтёров",Миграция,Начинающий
vol_01902,Россия,Санкт-Петербург,"Выбирает задачи, где пригодятся исследованиями и сбором информации, координацией волонтёрских команд, цифровыми инструментами. Интересны проекты по направлениям: Животные, Правозащита.","Исследования, Координация волонтёров, IT, Копирайтинг, Педагогика, Фандрайзинг, Переводы","Животные, Правозащита, Образование",Начинающий,"Животные, Правозащита, Образование",Оффлайн,До 4 часов в неделю,"Русский, Английский",Санкт-Петербург,Оффлайн,"Исследования, Координация волонтёров, IT, Копирайтинг, Педагогика, Фандрайзинг, Переводы",Животные|Правозащита|Образование,28,4,1.0,0.862,0.056,0,2026-03-28, САНКТ-ПЕТЕРБУРГ ,Оффлайн,"Исследования, Координация волонтёров, IT, Копирайтинг, Педагогика, Фандрайзинг, Переводы",Животные / Правозащита / Образование,Начинающий
vol_01903,Россия,Челябинск,"Сильнее всего мотивируют задачи с конкретным полезным результатом. Может помогать в направлениях: Культура и искусство, Миграция; навыки — Организация мероприятий.",Организация мероприятий,"Культура и искусство, Миграция, Спорт и ЗОЖ",Начинающий,"Культура и искусство, Миграция, Спорт и ЗОЖ",Онлайн,5–8 часов в неделю,Русский,Челябинск,Онлайн,Организация мероприятий,Культура и искусство|Миграция|Спорт и ЗОЖ,42,5,1.0,0.894,0.058,0,2025-07-24,Челябинск,Онлайн,Организация мероприятий,Культура и искусство / Миграция / Спорт и ЗОЖ,Начинающий
vol_01904,Россия,Пермь,"Готовится включаться в волонтёрские задачи и аккуратно соблюдать договорённости. Больше всего интересны проектах, связанных со здоровьем и профилактикой. Сильные стороны — обучением и образовательными форматами, фото- и видеоматериалами, психологической поддержкой и бережной коммуникацией.","Педагогика, Фото и видео, Психология","Здравоохранение, Социальная помощь, Животные",Начинающий,"Здравоохранение, Социальная помощь, Животные",Онлайн,5–8 часов в неделю,Русский,Пермь,Онлайн,"Педагогика, Фото и видео, Психология",Здравоохранение|Социальная помощь|Животные,22,6,1.0,0.579,0.228,0,2025-07-07,Пермь,Онлайн,"Педагогика, Фото и видео, Психология",Здравоохранение / Социальная помощь / Животные,Начинающий
vol_01905,Россия,Воронеж,"Интересуется направлениями: Дети и молодёжь. В задачах полезны навыки, связанные с психологической поддержкой и бережной коммуникацией, исследованиями и сбором информации. Предпочтительный формат участия — онлайн.","Психология, Исследования",Дети и молодёжь,Эксперт,Дети и молодёжь,Онлайн,13–17 часов в неделю,"Русский, Английский",Воронеж,Онлайн,"Психология, Исследования",Дети и молодёжь,36,15,0.875,0.936,0.086,0,2025-10-01,Воронеж,Онлайн,"Психология, Исследования",Дети и молодёжь,ЭКСПЕРТ
vol_01906,Россия,Челябинск,"Хочет помогать в проектах, где нужен практический результат для людей или команды. Ближе всего направления: Спорт и ЗОЖ, Кризисные ситуации; основные навыки — Медицина, Коммуникация, Работа с документами.","Медицина, Коммуникация, Работа с документами","Спорт и ЗОЖ, Кризисные ситуации",Эксперт,"Спорт и ЗОЖ, Кризисные ситуации",Онлайн,До 4 часов в неделю,Русский,Челябинск,Онлайн,"Медицина, Коммуникация, Работа с документами",Спорт и ЗОЖ|Кризисные ситуации,18,4,1.0,0.717,0.147,0,2026-03-13,Челябинск,Онлайн,"Медицина, Коммуникация, Работа с документами",Спорт и ЗОЖ / Кризисные ситуации,Эксперт
